LOG_INF_A,temperature,dew_point_temperature,relative_humidity,wind_speed,sea_level_pressure,wet_bulb_temperature,precipitation,precipitation_24_hour,LOG_PRECIPITATION,LOG_WIND_SPEED,LOG_PRECIPITATION_24_HOUR
1.609,1.3234482758620691,0.9493103448275862,79.89655172413794,3.6206896551724137,1020.748275862069,1.1292857142857142,3.5999999999999996,10.1,1.5260563034950492,1.5305439699644374,2.4069451083182885
1.099,1.5539999999999998,1.0719999999999998,74.46666666666667,4.26,1015.3366666666666,1.2880769230769231,0.6,5.6,0.4700036292457355,1.6601310267496185,1.8870696490323797
2.485,1.4700000000000002,0.7664285714285715,65.39285714285714,3.9678571428571425,1019.225,1.1017857142857144,0.3,0.0,0.26236426446749106,1.6029885887541933,0.0
2.708,1.334375,0.8771875,77.71875,4.040625,1023.528125,1.085,3.0,8.1,1.3862943611198906,1.6175300823314367,2.2082744135228043
3.401,1.1929032258064516,0.6683870967741935,73.3225806451613,3.745161290322581,1022.0419354838708,0.9639285714285714,0.0,0.0,0.0,1.5571254231222458,0.0
3.401,1.0796428571428571,0.2253571428571428,57.642857142857146,5.082142857142857,1016.2857142857144,0.6860714285714286,0.0,0.0,0.0,1.8053570774934387,0.0
3.97,1.0973529411764706,0.6970588235294117,77.41176470588235,4.31764705882353,1013.3484848484848,0.8740740740740741,5.8999999999999995,30.8,1.9315214116032136,1.671030923341915,3.459466289786131
4.127,0.59,-0.0137931034482758,67.51724137931035,4.406896551724138,1013.4379310344827,0.3207142857142857,2.0,6.9,1.0986122886681098,1.6876752779298334,2.066862759472976
4.754,0.2848484848484848,-0.3827272727272727,64.33333333333333,5.087878787878788,1018.5454545454544,-0.0114285714285714,8.6,27.700000000000003,2.2617630984737906,1.8062997103544085,3.3568971227655755
5.075,0.2270833333333333,-0.6408333333333334,54.666666666666664,4.608333333333333,1023.8291666666668,-0.0769999999999999,0.0,0.0,0.0,1.7242535868626818,0.0
5.565,0.0328571428571428,-0.7435714285714285,59.535714285714285,3.789285714285714,1020.5857142857144,-0.2266666666666666,0.3,0.5,0.26236426446749106,1.5663812801124288,0.4054651081081644
5.778,-0.2535483870967742,-1.019032258064516,57.25806451612903,5.016129032258065,1020.9451612903224,-0.4821428571428571,0.0,1.6,0.0,1.794444034598724,0.9555114450274363
6.203,-0.439,-1.137,60.333333333333336,6.16,1014.7275862068964,-0.6439285714285715,9.8,25.700000000000003,2.379546134130174,1.9685099809725544,3.2846635654062037
6.59,-0.2224137931034482,-0.7758620689655172,67.24137931034483,3.820689655172414,1014.0586206896552,-0.3928571428571428,0.0,2.5,0.0,1.572916999813236,1.252762968495368
6.692,0.0535483870967741,-0.4861290322580645,68.74193548387096,4.225806451612903,1017.9290322580644,-0.1603703703703703,3.6,12.0,1.5260563034950494,1.6536091307472378,2.5649493574615367
6.555,0.099090909090909,-0.2293939393939394,80.54545454545455,4.918181818181819,1017.9848484848484,-0.0167857142857142,8.9,34.3,2.2925347571405443,1.7780292764161532,3.563882963939251
6.153,-0.0206896551724137,-0.7562068965517241,59.241379310344826,3.913793103448276,1020.4241379310344,-0.2539285714285714,0.0,0.3,0.0,1.5920461697222312,0.26236426446749106
5.631,0.2878787878787879,-0.3196969696969697,67.24242424242425,4.621212121212121,1014.9625,0.0477777777777777,10.1,16.900000000000002,2.4069451083182885,1.7265473205810096,2.8848007128467095
5.298,0.2592857142857143,-0.5282142857142856,59.25,5.110714285714286,1022.7464285714286,0.0014285714285714,1.5,18.3,0.9162907318741551,1.810043670722944,2.9601050959108397
4.779,0.2372413793103448,-0.4972413793103448,61.86206896551724,4.80344827586207,1020.8793103448276,-0.0346428571428571,1.3,7.9,0.832909122935104,1.7584522712102864,2.186051276738094
4.331,0.2058620689655172,-0.5679310344827586,59.51724137931034,4.8,1023.248275862069,-0.0371428571428571,2.8,18.8,1.33500106673234,1.7578579175523736,2.9856819377004897
3.85,0.2468965517241379,-0.5231034482758621,60.0,5.155172413793103,1012.5344827586208,-0.0182142857142857,1.4,4.1,0.8754687373538999,1.8172927712332196,1.62924053973028
3.332,0.2815625,-0.381875,65.21875,5.175,1010.1096774193549,0.0346428571428571,4.2,18.6,1.6486586255873816,1.820508882514041,2.975529566236472
3.296,0.5760000000000001,-0.0166666666666666,69.83333333333333,5.156666666666667,1012.6966666666668,0.3414285714285714,8.7,39.6,2.272125885509337,1.8175355055430389,3.703768066607687
2.398,0.5051612903225806,-0.1287096774193548,68.61290322580645,6.361290322580646,1013.9129032258064,0.2903571428571428,6.8,53.400000000000006,2.0541237336955462,1.9962352329428292,3.9963641538618973
2.197,0.3848275862068965,-0.0496551724137931,76.3103448275862,4.468965517241379,1016.003448275862,0.2214285714285714,9.2,50.8,2.322387720290225,1.6990894792142737,3.9473901492654373
1.386,0.8437931034482758,0.3255172413793103,73.0,3.913793103448276,1020.3620689655172,0.6217857142857143,3.0,8.3,1.3862943611198906,1.5920461697222312,2.2300144001592104
0.0,1.248,0.522,68.06666666666666,4.47,1014.26,0.9,1.6,30.0,0.9555114450274363,1.6992786164338898,3.4339872044851463
0.693,1.2106896551724138,0.3275862068965517,58.58620689655172,4.251724137931035,1018.503448275862,0.8464285714285714,2.4,5.199999999999999,1.2237754316221157,1.6585564299146422,1.8245492920510458
0.693,1.4710344827586208,-0.0334482758620689,39.62068965517241,4.341379310344828,1021.1241379310344,0.7851851851851852,0.0,0.0,0.0,1.675483917436349,0.0
0.0,2.1365517241379313,0.6503448275862069,40.758620689655174,4.824137931034483,1021.6551724137933,1.3539285714285714,0.0,0.0,0.0,1.7620109938272803,0.0
2.079,2.103666666666667,1.6803333333333332,79.1,3.01,1017.1566666666666,1.844814814814815,5.2,26.4,1.824549292051046,1.3887912413184778,3.3105430133940246
1.792,1.4455172413793105,0.9213793103448276,72.17241379310344,5.189655172413793,1014.4551724137932,1.1532142857142855,6.6,22.3,2.028148247292285,1.8228793779418595,3.1484533605716547
2.197,1.5627272727272727,0.7278787878787879,60.51515151515152,4.815151515151515,1015.6454545454546,1.1781481481481482,0.5,3.3,0.4054651081081644,1.760466841547174,1.4586150226995167
2.89,1.55,0.9243333333333332,69.66666666666667,3.253333333333333,1023.4166666666666,1.2117857142857142,5.3999999999999995,7.1,1.856297990365626,1.447702989248534,2.0918640616783932
2.639,1.3262962962962963,0.5207407407407407,61.666666666666664,4.092592592592593,1018.5074074074074,0.941153846153846,0.0,0.8,0.0,1.627787051102297,0.5877866649021191
2.639,1.3503030303030303,0.4987878787878788,60.303030303030305,4.53030303030303,1013.9969696969696,0.9225,0.0,0.0,0.0,1.710242611556066,0.0
3.829,1.3417857142857144,0.7446428571428572,70.21428571428571,4.142857142857143,1024.392857142857,1.055,0.0,2.0,0.0,1.6376087894007967,1.0986122886681098
3.434,0.923103448275862,0.1244827586206896,59.206896551724135,5.3310344827586205,1018.8655172413792,0.5507407407407408,0.0,0.0,0.0,1.845463648199916,0.0
4.304,1.017037037037037,0.3303703703703703,64.51851851851852,3.9,1025.5703703703705,0.692962962962963,0.0,0.0,0.0,1.589235205116581,0.0
4.369,1.005,0.4159375,69.9375,3.965625,1019.79375,0.7851851851851852,6.8999999999999995,17.1,2.0668627594729756,1.6025391707429437,2.89591193827178
4.71,1.2990322580645162,0.967741935483871,82.06451612903226,3.1838709677419357,1021.1096774193549,1.1125925925925926,0.6,1.8,0.4700036292457355,1.431236886837252,1.0296194171811583
5.112,0.9548387096774194,0.4951612903225806,75.90322580645162,3.870967741935484,1020.7387096774194,0.7682142857142857,6.6,20.1,2.028148247292285,1.583292632329778,3.0492730404820207
5.394,0.7837931034482759,0.31,74.03448275862068,3.8793103448275863,1022.6172413793104,0.5828571428571429,1.0,4.4,0.6931471805599453,1.5850038870968184,1.6863989535702288
5.838,0.5981818181818183,-0.1487878787878788,61.57575757575758,4.851515151515152,1011.7121212121212,0.2903571428571428,10.3,26.8,2.424802725718295,1.7667006279679884,3.3250360206965914
6.282,-0.0609375,-1.034375,48.75,5.18125,1010.128125,-0.35,0.0,0.0,0.0,1.8215205163888852,0.0
6.828,0.0239999999999999,-0.8743333333333333,53.03333333333333,4.7733333333333325,1015.1966666666668,-0.2385185185185185,4.3,16.8,1.667706820558076,1.7532496144661793,2.8791984572980396
7.116,0.3814705882352941,-0.2414705882352941,65.58823529411765,4.494117647058824,1008.2264705882352,0.1218518518518518,1.8,10.0,1.0296194171811583,1.703678001178581,2.3978952727983707
7.28,0.1753124999999999,-0.5387500000000001,61.875,3.853125,1016.684375,-0.0844444444444444,1.1,3.6,0.7419373447293773,1.5796228273549149,1.5260563034950494
7.391,0.6648387096774193,-0.0993548387096774,62.96774193548387,5.054838709677419,1016.8645161290324,0.3467857142857143,2.8,12.7,1.33500106673234,1.8008577391073168,2.617395832834079
7.484,0.6272413793103448,0.0896551724137931,72.03448275862068,4.36896551724138,1018.303448275862,0.4121428571428571,1.4,4.8,0.8754687373538999,1.6806352488534786,1.7578579175523736
7.476,0.3506896551724138,-0.3296551724137931,64.06896551724138,4.710344827586207,1018.993103448276,0.1062962962962962,1.6,7.4,0.9555114450274363,1.7422794119646852,2.128231705849268
7.2,0.2846428571428571,-0.5946428571428571,55.857142857142854,5.164285714285714,1017.592857142857,-0.0103571428571428,0.0,0.0,0.0,1.8187722684741237,0.0
6.91,0.6486666666666667,-0.2293333333333333,56.93333333333333,3.5733333333333333,1018.9966666666666,0.3421428571428571,0.0,1.3,0.0,1.5202423336296293,0.832909122935104
6.458,0.5126470588235295,-0.1639393939393939,65.87878787878788,5.797058823529412,1014.3000000000002,0.2971428571428571,9.5,26.4,2.3513752571634776,1.9164899926641736,3.3105430133940246
5.886,0.6346875,-0.1932258064516129,60.774193548387096,5.140625,1025.2645161290322,0.2942857142857143,0.0,0.0,0.0,1.8149265285095895,0.0
5.165,0.6906666666666667,0.2903333333333333,78.7,3.496666666666667,1021.17,0.5337037037037037,4.9,12.5,1.7749523509116738,1.5033363815515548,2.6026896854443837
4.564,0.471,-0.394,58.46666666666667,5.62,1018.9933333333332,0.1325925925925926,8.5,31.8,2.2512917986064953,1.890095369948917,3.4904285153900982
4.127,0.8984848484848484,0.1278787878787878,62.96969696969697,4.578787878787878,1018.0,0.6025,4.2,21.2,1.6486586255873816,1.7189715267725518,3.100092288878234
3.611,0.7248275862068966,-0.4462068965517241,45.62068965517241,5.43448275862069,1021.396551724138,0.2964285714285714,0.8,1.3,0.5877866649021191,1.8616714584267695,0.832909122935104
2.944,1.4075,0.7696875,68.5625,4.440625,1026.371875,1.1884,2.1,8.1,1.1314021114911006,1.6938939439744167,2.2082744135228043
2.996,2.093703703703704,1.1844444444444444,59.333333333333336,4.062962962962963,1013.9148148148148,1.5426923076923076,2.4,22.1,1.2237754316221157,1.6219518777255748,3.139832617527748
1.792,1.0226666666666666,0.164,60.63333333333333,4.4,1016.3966666666668,0.6382142857142857,11.5,58.7,2.5257286443082556,1.6863989535702288,4.089332020398556
1.099,1.305,0.3807142857142857,58.07142857142857,4.964285714285714,1014.8,0.875357142857143,3.0,17.599999999999998,1.3862943611198906,1.7857893022415512,2.9231615807191553
1.386,1.53,0.794,66.83333333333333,4.11,1019.2633333333334,1.1444,4.6,16.3,1.7227665977411035,1.631199404215613,2.8507065015037334
1.099,1.346666666666667,0.5472727272727272,62.81818181818182,6.66969696969697,1010.490909090909,0.9542857142857144,21.5,54.4,3.1135153092103742,2.037277106084598,4.014579593753238
0.693,1.623793103448276,0.8527586206896551,62.793103448275865,4.279310344827586,1020.5862068965516,1.2021428571428572,0.0,0.0,0.0,1.663795472677164,0.0
0.0,2.2016666666666667,1.5279999999999998,69.1,3.8666666666666663,1012.7966666666669,1.7907142857142857,0.0,14.2,0.0,1.5824092400461809,2.7212954278522306
0.0,2.0493103448275862,1.4524137931034482,70.72413793103448,5.106896551724137,1018.051724137931,1.6914814814814816,9.0,43.0,2.302585092994046,1.8094187148023138,3.784189633918261
0.0,1.9497368421052632,1.4747368421052631,76.05263157894737,3.831578947368421,1009.1763157894736,1.7084615384615385,19.4,35.2,3.0155349008501706,1.5751733184600043,3.5890591188317256
0.0,2.3047368421052634,1.4040350877192982,59.10526315789474,3.2929824561403507,1024.957894736842,1.8282608695652172,43.4,47.2,3.7932394694381792,1.456981702614076,3.8753590210565547
0.0,2.6438,1.7246,58.56,4.4239999999999995,1017.314,2.084285714285714,0.8,23.7,0.5877866649021191,1.6908335506380943,3.2068032436339315
0.0,2.8756666666666666,1.6216666666666666,48.03333333333333,4.58,1014.8833333333332,2.038076923076923,0.0,0.0,0.0,1.7191887763932197,0.0
0.693,2.6252,1.526,53.52,4.912,1015.042,1.8635714285714289,0.0,1.3,0.0,1.7769841836459006,0.832909122935104
0.0,2.7123076923076925,1.6153846153846154,53.76923076923077,4.4969230769230775,1013.786153846154,2.1533333333333333,1.3,28.7,0.832909122935104,1.7041884951337272,3.391147045808654
0.0,2.4594444444444448,1.7072222222222222,64.91666666666667,4.241666666666666,1017.063888888889,2.032222222222222,0.0,0.3,0.0,1.6566395139183945,0.26236426446749106
0.0,2.932903225806452,1.88741935483871,55.354838709677416,3.893548387096774,1014.6096774193549,2.2410714285714284,0.0,41.1,0.0,1.5879176818693403,3.7400477406883357
0.0,2.4451612903225803,1.26,49.38709677419355,5.238709677419355,1017.7451612903226,1.7742857142857142,0.3,0.5,0.26236426446749106,1.8307733785340479,0.4054651081081644
0.0,2.9525,2.0189285714285714,58.964285714285715,3.8535714285714286,1015.8857142857142,2.3210714285714285,0.0,0.0,0.0,1.5797148109818941,0.0
0.0,2.385806451612903,1.8141935483870968,72.51612903225806,3.5258064516129033,1015.0354838709678,2.0132,0.3,24.4,0.26236426446749106,1.509795782623269,3.2347491740244907
0.0,1.9885714285714289,1.5671428571428572,78.42857142857143,5.128571428571428,1023.2535714285714,1.7335714285714283,15.6,69.9,2.8094026953624973,1.8129616768786578,4.2612704335380815
1.099,2.251935483870968,1.4193548387096775,62.516129032258064,3.0935483870967744,1019.0290322580646,1.7625925925925927,0.0,3.6,0.0,1.4094121702351958,1.5260563034950494
0.0,2.2573333333333334,1.449,63.86666666666667,4.680000000000001,1014.2233333333334,1.8021428571428573,1.8,14.7,1.0296194171811583,1.73695123273306,2.7536607123542622
0.0,2.217931034482759,1.6110344827586207,70.41379310344827,4.051724137931035,1016.603448275862,1.86,0.0,0.0,0.0,1.619729598470648,0.0
1.099,1.853235294117647,1.2073529411764703,68.52941176470588,4.414705882352941,1019.3235294117648,1.470357142857143,7.3,52.6,2.1162555148025524,1.6891185636228707,3.9815490680767565
0.0,2.066875,1.5621875,74.75,4.65625,1017.965625,1.7618518518518518,0.5,2.6,0.4054651081081644,1.7327611284660993,1.2809338454620642
1.609,1.4896666666666667,1.0476666666666667,77.33333333333333,3.8766666666666665,1023.2866666666666,1.2460714285714285,22.0,105.2,3.1354942159291497,1.5844619263639232,4.665324108807838
1.386,1.1341379310344828,0.4772413793103448,66.24137931034483,4.617241379310345,1015.055172413793,0.8289285714285715,4.0,30.5,1.6094379124341003,1.7258406856215254,3.449987545831587
1.099,1.0026666666666666,0.4631111111111111,71.42222222222222,4.088888888888889,1020.54,0.63,30.6,0.5,3.4531571205928664,1.6270595137839199,0.4054651081081644
1.946,0.5158620689655172,-0.2479310344827586,60.62068965517241,4.468965517241379,1017.1862068965518,0.2196428571428571,0.8,3.8,0.5877866649021191,1.6990894792142737,1.5686159179138452
2.079,1.11,0.5234375,69.8125,4.5125,1012.875,0.7992857142857144,4.1,17.8,1.62924053973028,1.7070182407729644,2.9338568698359038
2.303,0.8537142857142858,0.4591428571428571,78.28571428571429,5.42,1013.491176470588,0.6925,24.6,70.9,3.242592351485517,1.8594181177018698,4.275276264727001
2.639,0.6740625,0.0625,66.96875,3.64375,1015.96875,0.4696428571428571,0.3,16.8,0.26236426446749106,1.5355222294839321,2.8791984572980396
3.258,0.2978125,-0.555,55.625,5.3125,1013.421875,-0.0303571428571428,1.6,8.4,0.9555114450274363,1.8425317946014783,2.2407096892759584
3.829,-0.2283333333333333,-1.006,57.53333333333333,5.323333333333334,1024.1266666666666,-0.4421428571428571,0.8,10.2,0.5877866649021191,1.8442464952788133,2.4159137783010487
3.829,0.3283333333333333,-0.1833333333333333,70.83333333333333,4.91,1012.25,0.1177777777777777,13.5,43.2,2.6741486494265287,1.776645831418007,3.7887247890836524
4.304,0.3116129032258065,-0.4977419354838709,58.064516129032256,4.525806451612904,1015.1290322580644,0.0414285714285714,8.399999999999999,13.2,2.240709689275958,1.709429200844928,2.653241964607215
4.754,0.1718181818181818,-0.4663636363636363,64.81818181818181,5.042424242424243,1014.7363636363638,-0.0596428571428571,2.6,22.3,1.2809338454620642,1.7988052960612577,3.1484533605716547
5.124,0.2564516129032258,-0.0135483870967742,83.45161290322581,4.538709677419354,1014.3870967741937,0.1557142857142857,16.0,70.5,2.833213344056216,1.7117615634182834,4.269697449699962
5.645,0.0696774193548387,-0.5358064516129032,66.12903225806451,6.019354838709678,1005.3967741935484,-0.144074074074074,0.3,0.6,0.26236426446749106,1.9486713104966413,0.4700036292457355
6.157,-0.499375,-1.1403125,63.15625,4.840625,1015.85625,-0.6814285714285715,0.3,1.8,0.26236426446749106,1.7648378116617907,1.0296194171811583
6.562,-0.6451724137931035,-1.6975862068965517,45.06896551724138,5.917241379310345,1018.0172413793103,-0.9035714285714286,0.0,1.3,0.0,1.934017045541361,0.832909122935104
6.579,-0.0986666666666666,-0.7070000000000001,65.86666666666666,4.33,1019.2033333333334,-0.2159259259259259,0.0,0.5,0.0,1.673351238177753,0.4054651081081644
6.532,-0.0462162162162162,-0.6575675675675676,66.67567567567568,4.140540540540541,1013.64,-0.2996296296296296,8.8,12.2,2.2823823856765264,1.6371582374670655,2.580216829592325
6.489,-0.7273999999999999,-1.3414,65.04,7.118,1023.704,-0.7962962962962963,11.4,9.9,2.517696472610991,2.094083818416706,2.388762789235098
6.26,0.151,-0.235,77.875,3.7725,1010.05,-0.0728,23.5,23.1,3.1986731175506815,1.5628702766177656,3.1822118404966093
6.163,-0.0721212121212121,-0.8018181818181819,59.81818181818182,4.357575757575758,1020.8625,-0.3429629629629629,2.5,16.0,1.252762968495368,1.678511588737063,2.833213344056216
6.089,0.0091176470588235,-0.6038235294117648,66.8529411764706,4.070588235294117,1015.2558823529412,-0.2507407407407407,10.0,20.9,2.3978952727983707,1.6234568336134312,3.086486636822455
5.46,0.483103448275862,-0.2527586206896551,61.96551724137931,3.679310344827586,1019.8172413793104,0.1996428571428571,0.3,6.1,0.26236426446749106,1.5431507368543493,1.9600947840472698
5.198,0.9695238095238096,0.3404761904761904,68.0952380952381,3.9380952380952383,1015.3261904761904,0.7858333333333333,13.0,42.4,2.6390573296152584,1.5969796775120586,3.770459441106359
4.673,0.9561764705882352,0.4135294117647059,72.73529411764706,3.7294117647058824,1016.5,0.6953571428571428,4.9,16.5,1.7749523509116738,1.5538008321287047,2.8622008809294686
4.691,0.4106060606060606,-0.0193939393939393,77.6969696969697,4.86060606060606,1021.1272727272726,0.3007142857142857,10.2,4.9,2.4159137783010487,1.7682530215527137,1.7749523509116738
4.159,0.7056666666666668,0.1023333333333333,72.76666666666667,5.766666666666667,1017.6466666666668,0.4359259259259259,5.800000000000001,42.7,1.916922612182061,1.912008597379632,3.7773481021015445
3.989,1.227666666666667,0.2573333333333333,54.93333333333333,5.14,1023.1766666666666,0.7460714285714286,0.5,0.8,0.4054651081081644,1.814824742159051,0.5877866649021191
2.996,1.2684375,0.335625,59.75,4.703125,1010.575,0.8467857142857144,5.3,12.7,1.840549633397487,1.7410142702228197,2.617395832834079
2.708,1.54875,0.73625,62.21875,3.821875,1015.8875,1.1307142857142858,0.3,2.4,0.26236426446749106,1.5731628565693885,1.2237754316221157
2.303,1.4314285714285715,1.103265306122449,83.04081632653062,3.2918367346938777,1010.545652173913,1.2553571428571428,1.9,13.000000000000002,1.0647107369924282,1.4567147845980275,2.639057329615259
0.693,1.3546153846153846,0.4335897435897436,56.743589743589745,4.589743589743589,1019.4,0.9471428571428572,0.0,0.5,0.0,1.7209334166594425,0.4054651081081644
1.792,1.4166666666666667,0.9993333333333332,81.66666666666667,3.816666666666667,1020.1266666666668,1.2042857142857142,7.9,28.7,2.186051276738094,1.5720821258903315,3.391147045808654
1.386,1.6293939393939394,1.1784848484848485,77.3030303030303,3.909090909090909,1007.0030303030304,1.3837037037037037,4.1,73.2,1.62924053973028,1.5910887737659039,4.3067641501733345
0.693,1.6844827586206896,1.2582758620689656,78.58620689655173,3.5172413793103448,1012.7172413793104,1.4507407407407409,17.9,100.6,2.9391619220655967,1.5079014932146775,4.6210435351443815
0.693,2.134333333333333,1.666,76.46666666666667,3.8666666666666663,1014.16,1.8389285714285717,6.199999999999999,49.3,1.9740810260220096,1.5824092400461809,3.9180050771056933
0.0,1.8152941176470587,1.5,83.1470588235294,3.5205882352941176,1012.5970588235296,1.5988461538461538,20.0,87.2,3.044522437723423,1.5086421259283889,4.4796069630127455
0.693,2.7207142857142856,1.7200000000000002,55.82142857142857,3.382142857142857,1014.7642857142856,2.0784615384615384,0.0,0.0,0.0,1.4775378415416618,0.0
2.485,2.4378125,1.746875,68.09375,4.253125,1013.671875,2.017857142857143,0.0,8.1,0.0,1.6588231376148432,2.2082744135228043
3.091,1.9935135135135136,1.6324324324324324,80.83783783783784,4.172972972972973,1013.235135135135,1.778888888888889,20.8,62.5,3.0819099697950434,1.6434475663746295,4.151039905898646
4.357,1.1806060606060609,0.4496969696969697,63.24242424242424,3.763636363636364,1018.7515151515152,0.8167857142857143,0.3,1.1,0.26236426446749106,1.561011318528626,0.7419373447293773
5.537,1.6167647058823529,1.143235294117647,75.73529411764706,3.702941176470589,1018.870588235294,1.3393333333333333,0.0,0.0,0.0,1.5481880952237472,0.0
6.122,1.27,0.6609375,69.53125,5.08125,1012.7,0.9913333333333334,9.4,18.8,2.341805806147327,1.8052102669521781,2.9856819377004897
6.29,1.1375,0.6375,73.59375,5.06875,1012.383870967742,0.9507692307692308,9.0,15.5,2.302585092994046,1.803152653057498,2.803360380906535
6.757,1.39125,0.920625,75.8125,3.51875,1018.046875,1.1664285714285714,7.9,29.5,2.186051276738094,1.5082354069249377,3.417726683613366
7.172,1.0361764705882353,0.5082352941176471,74.8529411764706,3.65,1024.1558823529413,0.7421428571428572,4.1,9.9,1.62924053973028,1.536867219599265,2.388762789235098
7.584,0.8028571428571429,0.1091428571428571,65.31428571428572,4.98,1014.4742857142857,0.5103571428571428,1.3,8.899999999999999,0.832909122935104,1.7884205679625405,2.292534757140544
7.715,1.107714285714286,0.6928571428571428,77.65714285714286,4.291428571428572,1016.44,0.9186666666666669,14.0,50.599999999999994,2.70805020110221,1.6660882607226655,3.943521672487517
8.082,0.8266666666666668,0.2676923076923077,70.71794871794872,4.9512820512820515,1012.997435897436,0.545,10.2,21.1,2.4159137783010487,1.783606667150745,3.095577608523707
8.308,-0.2112765957446808,-0.6519148936170213,75.85106382978724,7.465957446808512,1019.1595744680852,-0.3779310344827586,160.6,16.6,5.085124146086995,2.1360531157228246,2.8678989020441064
8.189,0.2665,-0.15575,76.55,5.529999999999999,1015.445,0.1773333333333333,13.6,64.8,2.681021528714291,1.8764069432883397,4.186619838331271
7.779,0.2896875,-0.31,67.25,5.128125,1010.371875,0.0310714285714285,2.2,10.9,1.1631508098056809,1.812888830402574,2.4765384001174837
7.424,0.5439024390243903,-0.1765853658536585,62.24390243902439,4.617073170731707,1016.880487804878,0.3917241379310344,10.4,34.8,2.4336133554004498,1.7258107401223317,3.5779478934066544
6.744,0.636875,0.0621875,68.90625,3.7,1017.771875,0.4069230769230769,3.6,12.0,1.5260563034950494,1.547562508716013,2.5649493574615367
